,news_text
87,"        วันนี้ (17 ก.ย.64) ที่องค์การบริหารส่วนตำบลป่ามะม่วง อำเภอเมืองตาก จังหวัดตาก นายมานัส ต๊ะชมภู สาธารณสุขอำเภอเมืองตาก นำเจ้าหน้าที่สาธารณสุขออกหน่วยฉีดวัคซีนป้องกันโควิด-19 แก่ประชาชนกลุ่มเป้าหมาย 608 ได้แก่ กลุ่มผู้สูงอายุที่มีอายุตั้งแต่ 60 ปีขึ้นไป, กลุ่มผู้ป่วยที่มีโรคประจำตัว 7 โรค คือ โรคทางเดินหายใจเรื้อรัง, โรคหัวใจและหลอดเลือด, โรคไตวายเรื้อรัง, โรคหลอดเลือดสมอง, โรคอ้วน, โรคมะเร็ง และโรคเบาหวาน รวมถึงกลุ่มหญิงตั้งครรภ์ ที่มีอายุครรภ์ 12 สัปดาห์ขึ้นไป"
88,
89,
90,
91,"        นายณัฐวุฒิ เพ็ชรพรหมศร,นางวันเพ็ญ มังศรี รองผู้ว่าราชการจังหวัดเพชรบุรี นายแพทย์สาธารณสุขจังหวัดเพชรบุรี หัวหน้าส่วนราชการ และคณะกรรมการโรคติดต่อจังหวัดเพชรบุรี ร่วมประชุม ณ สำนักงานสาธารณสุขจังหวัดเพชรบุรี นายณัฐวุฒิ เพ็ชรพรหมศร รองผู้ว่าราชการจังหวัดเพชรบุรี เปิดเผยว่า คณะกรรมการโรคติดต่อจังหวัดเพชรบุรียังคงเข้มทุกมาตรการป้องกันโรคโควิด 19 เร่งฉีดวัคซีน ตามแผนการบริหารจัดการ เปิดจุดบริการฉีดวัคซีนป้องกันโควิด-19 บนรถ (Drive Thru Vaccine COVID-19) ณ โรงพยาบาลพระจอมเกล้า จังหวัดเพชรบุรี โดยจัดบริการฉีดวัคซีนป้องกันโควิด-19 ฉีดบนรถ ในวันอาทิตย์ ที่ 19 กันยายน 2564 ตั้งแต่เวลา 08.00 - 15.00 น. ณ จุดบริการ ด้านหน้าตึกอุบัติเหตุ-ฉุกเฉิน (วันเดียวเท่านั้น) ให้กับผู้ที่มีปัญหาในการเคลื่อนไหวร่างกาย และผู้มีอายุ 70 ปี ขึ้นไป เพื่ออำนวยความสะดวกให้ประชาชนสามารถเข้าถึงบริการได้มากขึ้น โดยผู้สนใจสามารถลงทะเบียนล่วงหน้าเพื่อขอรับบริการ ติดต่อสอบถามได้ที่ 032-709999 ต่อ 3197 และ มอบสิทธิ์พิเศษ สำหรับผู้พามา จะได้รับวัคซีนด้วย 1 ท่าน ซึ่งวัคซีนใช้สูตรตามที่กระทรวงกำหนด เข็ม 1 Sinovac เข็ม 2 Astrazeneca "
92,          วันนี้ (17 ก.ย.64 ) นายธฤติ ประสานสอน ผู้ตรวจราชการกระทรวงศึกษาธิการ เขต 11 ลงพื้นจังหวัดมุกดาหาร เพื่อทำความเข้าใจในการฉีดวัคซีนนักเรียนอายุ 12-17 ปี ให้กับผู้บริหารสถานศึกษา ณ โรงเรียนมุกดาลัย อำเภอเมืองมุกดาหาร ก่อนไปสร้างความเข้าใจกับผู้ปกครอง และนักเรียน ในการฉีดวัคซีนโควิด-19 Pfizerc ซึ่งการฉีดวัคซีนนี้จะเป็นความสมัครใจ ไม่ใช่การบังคับ
93,นายธนกร วังบุญคงชนะ โฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า รัฐบาลกำหนดแผนการกระจายวัคซีนให้กับคนทุกกลุ่ม ซึ่งตามแผนการจัดหาวัคซีนของกระทรวงสาธารณสุข  จนถึงเดือนธันวาคมนี้ จะมีวัคซีนเข้ามาจำนวน 152.9 ล้านโดส เพียงพอต่อแผนการฉีดวัคซีนให้ครบร้อยละ 70 ของประชากร หรือประมาณ 50 ล้านคนอย่างแน่นอน ทั้งนี้ ในช่วงตั้งแต่วันที่ 27 ก.ย.-31 ต.ค. 64 มีการเตรียมจัดสรรวัคซีนจำนวน 24 ล้านโดส แยกตามกลุ่มเป้าหมาย  ได้แก่ ประชาชนทั่วไป ที่มีอายุ 18 ปีขึ้นไป ทั่วประเทศ จำนวน 16.8 ล้านโดส นักเรียนที่มีอายุระหว่าง 12 – 17 ปี ทั่วประเทศ จำนวน 4.8 ล้านโดส แรงงานในระบบประกันสังคม 0.8 ล้านโดส หน่วยงานอื่นๆ เช่น องค์กรภาครัฐ ราชทัณฑ์ จำนวน 1.1 ล้านโดส และผู้ที่ได้รับวัคซีน  Sinovac ครบ 2 เข็มและต้องการเข็มกระตุ้น (เข็มที่ 3) จำนวน 0.5 ล้านโดส นอกจากนี้ ในเดือนตุลาคมจะมีวัคซีนซิโนฟาร์มและโมเดอร์นาเข้ามาอีก ดังนัั้น ขอให้มั่นใจว่าวัคซีนมีจำนวนเพียงพออย่างแน่นอน 
94,            สำนักข่าวต่างประเทศรายงานว่า คณะที่ปรึกษาของสำนักงานอาหารและยา ของสหรัฐฯ หรือ เอฟดีเอ มีมติเป็นเอกฉันท์ให้ดำเนินการฉีดวัคซีนโควิด-19 เข็มที่ 3หรือ วัคซีนเข็มกระตุ้น ของไฟเซอร์-ไบเอ็นเทค ให้ผู้ที่มีอายุ 65ปี ขึ้นไป ผู้ที่มีโรคประจำตัวที่มีความเสี่ยงสูงรวมถึงบุคลากรทางการแพทย์และเจ้าหน้าที่ด่านหน้า
95,"               กระทรวงสาธารณสุขสิงคโปร์รายงานพบผู้ติดเชื้อโควิด-19 รายใหม่ 934 คน ในจำนวนนี้241 คน เป็นผู้ที่มีอายุ 60 ปีขึ้นไป ทำให้ในเวลานี้ สิงคโปร์มียอดผู้ติดเชื้อสะสมรวมกว่า 75,700 คน และมียอดผู้เสียชีวิต 59 คน"
96,นายแพทย์โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค กระทรวงสาธารณสุข กล่าวว่า การฉีดวัคซีนโควิด-19 ขณะนี้ฉีดได้ประมาณ 9 แสนโดสต่อวัน พร้อมทั้งเร่งรัดให้ฉีดวัคซีนเข็มที่ 1 ให้ได้ ร้อยละ 50 อย่างช้าภายในสิ้นเดือนตุลาคมนี้ ตามเป้าของกระทรวงสาธารณสุข พร้อมเตรียมแผนระดมพลังฉีดวัคซีนโควิด-19 ให้ประชาชน 1 ล้านโดส ในวันมหิดล วันที่ 24 กันยายนนี้ เพื่อถวายเป็นพระราชกุศลแด่สมเด็จพระมหิตลาธิเบศรอดุลยเดชวิกรม พระบรมราชชนก พระบิดาแห่งการแพทย์แผนปัจจุบันของไทย ตามนโยบายของรัฐมนตรีว่าการกระทรวงสาธารณสุขและปลัดกระทรวงสาธารณสุข ขอเชิญชวนให้ประชาชนที่ยังไม่ได้ฉีด ขอให้รีบรับบริการฉีดวัคซีนที่สถานบริการใกล้บ้าน
97,รมว.อว. ชี้ นักวิจัยต้องคิดนอกกรอบให้มาก อย่าแค่ตั้งรับหรือมองเห็นแต่ปัญหา ต้องมองเชิงรุก เผย วิกฤติโควิด-19 ไทยสามารถวิจัยและสร้างนวัตกรรม รับมือได้ และยังเห็นโอกาสนำไทยดีดตัวออกจากกับดักประเทศรายได้ปานกลางไปสู่ประเทศรายได้สูง
98,
99,"          วันนี้ (19 ก.ย. 64) นายแพทย์ตุลกานต์ มักคุ้น นายแพทย์ชำนาญการพิเศษ โรงพยาบาลตรัง ในฐานะโฆษก ศบค.จ.ตรัง ระบุว่า จากข้อมูลรายงานการฉีดวัคซีนโควิด-19 ในระบบหมอพร้อมในประชากรที่มีอายุตั้งแต่ 18 ปีของจังหวัดตรังครอบคลุมประชากร 230,630 ราย คิดเป็นร้อยละ 53.75 และได้รับการฉีดวัคซีนครบ 2 เข็มแล้ว 149,268 ราย คิดเป็นร้อยละ 34.79"
100,บรรยากาศการฉีดวัคซีนป้องกันโควิด-19  ที่หน่วยบริการฉีดวัคซีน อำเภอเมืองยะลา วันนี้ (20 ก.ย.64) พ่อ แม่ ผู้ปกครอง นำบุตรหลาน อายุ 12-17 ปี  ที่เป็นกลุ่มเสี่ยง มีโรคเรื้อรัง รวมถึงลูกหลานนำผู้สูงอายุ 60 ปีขึ้นไปในบ้าน ที่มีความเสี่ยง เป็นโรคเรื้อรัง โรคประจำตัวและได้รับการฉีดวัคซีน Pfizer เข็ม 1 ไปแล้ว เดินทางมาฉีดวัคซีน Pfizer  เข็ม 2 เพื่อสร้างภูมิคุ้มกันตนเองอย่างต่อเนื่อง  ซึ่งในวันนี้ รพ.ยะลา  เตรียมวัคซีน Pfizer ให้กับกลุ่มดังกล่าวตามจำนวนกว่า 800 โดส  นอกจากนี้ ยังได้เปิด Walk In  ให้กับประชาชน ที่ยังไม่ได้รับการฉีดวัคซีนใดๆ เข้ามาฉีดวัคซีนซิโนแวค เข็มแรก อีกด้วย            
101,    สำนักข่าวต่างประเทศ รายงานโดยอ้างการเปิดเผยของนายแพทย์แอนโทนี เฟาซี หัวหน้าคณะทำงานเฉพาะกิจด้านการควบคุมโรคโควิด-19 ของทำเนียบขาว ที่ระบุว่า ชาวอเมริกันหลายล้านคน ที่ฉีดวัคซีนโควิด-19 ครบโดสแล้ว จำเป็นต้องได้รับวัคซีนเข็มกระตุ้น เพื่อให้มีภูมิคุ้มกันเพียงพอ แต่ขอให้ประชาชนรอมติอย่างเป็นทางการก่อน โดยสำนักงานอาหารและยาของสหรัฐ หรือ เอฟดีเอ จะดำเนินการพิจารณาและตัดสินใจ เกี่ยวกับการฉีดวัคซีนเข็มกระตุ้นในอีก 2- 3 สัปดาห์ ข้างหน้า
102,"        นายแพทย์ตุลกานต์ มักคุ้น นายแพทย์ชำนาญการพิเศษ โรงพยาบาลตรัง ในฐานะโฆษก ศบค.จังหวัดตรัง กล่าวว่า การฉีดไฟเซอร์ในกลุ่มเด็ก/นักเรียนที่มีอายุ 12 ปีขึ้นไป โดยมีกำหนดฉีด 2 เข็ม ห่างกัน 3-4 สัปดาห์ จังหวัดตรังได้ประสานไปยังให้สถานศึกษาทั้งภาครัฐและเอกชน ได้ปฏิบัติตามแนวทางของคณะกรรมการโรคติดต่อจังหวัดตรัง และกำหนดส่งแบบแจ้งความจำนงในวันศุกร์ที่ 24 กันยายน 2564 และเมื่อผู้อำนวยการสถานศึกษาได้รับใบแสดงความจำนงแล้ว จะได้ส่งเรื่องทั้งหมดไปยังกระทรวงศึกษาธิการ และส่งต่อให้กรมควบคุมโรคจัดสรรวัคซีนไฟเซอร์ คาดว่าจะเริ่มฉีดได้วันที่ 4 ตุลาคม 2564 เป็นต้นไป โดยจังหวัดตรัง มีนักเรียนกลุ่มเป้าหมาย จำนวน 45,379 ราย"
103,            วันนี้ (20 ก.ย.64) ที่ห้องประชุม Conference ศาลากลางจังหวัดสงขลา นายจารุวัฒน์ เกลี้ยงเกลา ผู้ว่าราชการจังหวัดสงขลา ประธานการประชุมคณะกรรมการโรคติดต่อจังหวัดสงขลา ครั้งที่ 55/2564 โดยมี นายอำพล พงศ์สุวรรณ นายวงศกร นุ่นชูคันธ์ นางสุรียพรรณ์ ณ สงขลา และ นายวรณัฎฐ์ หนูรอต รองผู้ว่าราชการจังหวัดสงขลา นายจรัญ  จันทรปาน ปลัดจังหวัดสงขลา นางสาวดุษฎี พฤกษเศรษฐ หัวหน้าสำนักงานจังหวัดสงขลา และหัวหน้าส่วนราชการ เข้าร่วมประชุมผ่านระบบ Conference
104,    บริษัท ไฟเซอร์ อิงค์ และ ไบโอเอ็นเทค เปิดเผยผลการทดลองทางคลนิกระยะที่สองและสาม พบว่า วัคซีนโควิด-19 ของไฟเซอร์/ไบโอเอ็นเทค มีความปลอดภัยสำหรับเด็กอายุ 5-11ปี 
105,"        ร.ร.ทน.ตรังตอบรับการฉีดวัคซีนสูง ตามที่รัฐบาลมีนโยบายจะฉีดวัคซีนให้แก่นักเรียน นักศึกษา เพื่อเตรียมความพร้อมเปิดภาคเรียนที่ 2 โดยในส่วนของจ.ตรัง คณะกรรมการโรคติดต่อจ.ตรัง มีมติให้สำนักงานศึกษาธิการจังหวัดตรังรวบรวมรายชื่อนักเรียนที่มีอายุตั้งแต่ 12 ปีบริบูรณ์ขึ้นไป ที่อยู่ในสถานศึกษาในระดับมัธยมศึกษาทั้งของรัฐและเอกชน รวมทั้งสังกัดอาชีวะศึกษา ครอบคลุมทั้งระดับ ปวช. และ ปวส. โรงเรียนพระปริยัติธรรม ศูนย์การศึกษาพิเศษเขตการศึกษา 4  โรงเรียนสอนศาสนา หรือ รร.ปอเนาะ รวมทั้งโรงเรียนสอนศาสนาอิสลามควบคู่กับประเภทสามัญ รวมจำนวน 45,379 คน โดยวัคซีนจะเดินทางถึงจ.ตรังต้นเดือนตุลาคม และจะเริ่มดำเนินการฉีดได้ในวันที่ 4 ตุลาคม โดยผู้ปกครองจะต้องกรอกเอกสารแสดงความจำนงค์ของรับวัคซีนไฟเซอร์ ก่อนวันที่ 25 กันยายนนี้ ยื่นต่อสถานศึกษา โดยการฉีดจะฉีดเป็นรายสถานศึกษา"
106,        ศูนย์ฉีดวัคซีนห้างสรรพสินค้าพรอมเมนาดา กำหนดฉีดวัคซีน Pfizer สำหรับชาวต่างชาติที่มีถิ่นพำนักในจังหวัดเชียงใหม่ ที่มีอายุตั้งแต่ 40 ปีขึ้นไป ในวันที่ 22 กันยายน 2564 ยกเว้นกลุ่มแรงงานต่างด้าว ศูนย์ฉีดวัคซีนห้างสรรพสินค้าพรอมเมนาดา กำหนดฉีดวัคซีน Pfizer สำหรับชาวต่างชาติที่มีถิ่นพำนักในจังหวัดเชียงใหม่ โดยกลุ่มเป้าหมาย ได้แก่ ชาวต่างชาติที่มีถิ่นพำนักในจังหวัดเชียงใหม่ที่มีอายุตั้งแต่ 40 ปีขึ้นไปในวันที่ 22 กันยายน 2564 ตั้งแต่เวลา 08.30 - 15.30 น. ยกเว้นกลุ่มแรงงานต่างด้าว โดยอนุญาตให้เฉพาะผู้ที่มีตั๋ว Eventbrite เท่านั้น ซึ่งกลุ่มเป้าหมายที่ประสงค์รับวัคซีน Pfizer ในวันและเวลาดังกล่าวสามารถเข้าไปรับตั๋วผ่านแอปพลิเคชันอีเวนไบรท (Eventbrite App) ตามlink นี้ :  
107,"            วันนี้ (21 กันยายน 2564) เมื่อเวลา 09.00 น. ที่ห้องประชุมอโยธยา ศาลากลางจังหวัดพระนครศรีอยุธยา นายภานุ แย้มศรี ผู้ว่าราชการจังหวัดพระนครศรีอยุธยา เป็นประธานการประชุมคณะกรรมการโรคติดต่อจังหวัดพระนครศรีอยุธยา ครั้งที่ 46/2564 โดยมี นายสมศักดิ์ เจริญไพฑูรย์ รองผู้ว่าราชการจังหวัดฯ นายประทีป การมิตรี ปลัดจังหวัด นพ.พีระ อารีรัตน์ นายแพทย์สาธารณสุขจังหวัด และคณะกรรมการฯ เข้าร่วมประชุม โดยมี หัวหน้าส่วนราชการ นายอำเภอ ผู้บริหารภาคธุรกิจ และหน่วยงานที่เกี่ยวข้อง เข้าร่วมประชุมผ่านระบบ Zoom ณ ที่ตั้ง เพื่อขับเคลื่อนการดำเนินงานและกำหนดมาตรการบริหารสถานการณ์โรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ภายในพื้นที่ โดยที่ประชุมได้ติดตามสถานการณ์ผู้ติดเชื้อโควิด-19 ข้อมูล ณ วันที่ 20 กันยายน 64 พบผู้ติดเชื้อรายใหม่ ราย รักษาหายแล้ว(วันนี้) ราย เสียชีวิตเพิ่ม ราย รวมผู้ป่วยสะสม ราย รักษาหายสะสม ราย เสียชีวิตสะสม ราย และรายงานผลการดำเนินงานตามมาตรการของคำสั่งจังหวัดฯ ที่ 2359/2564 รวมทั้งรายงานความก้าวหน้าแผนการจัดเตรียมด้านสาธารณสุขในการจัดงาน ""ยอยศยิ่งฟ้าอยุธยามรดกโลก"" ภายใต้มาตรการเฝ้าระวังด้านสาธารณสุข COVID Free Setting ในช่วงวันที่ 10-19 ธันวาคม 64 และความก้าวหน้าการเปิดตัว Kick Off ""อยุธยาโมเดล"" (Ayutthaya Model) โรงงานต้นแบบมาตรฐานในการจัดการป้องกันและควบคุมโรคโควิด-19 เมื่อวันที่ 17 ก.ย.64 โดยมีการจัดทำคู่มือการพัฒนาเพื่อเป็นแนวทางให้ผู้ประกอบการนำไปขยายผล ""ติดไม่ต้องปิด"" ภายใต้แนวคิดของผู้ว่าราชการจังหวัดฯ ""เศรษฐกิจเดินหน้า อยุธยาปลอดภัย ทุกภาคส่วนร่วมใจ ห่างไกลจากโควิด"" และการกระจาย ATK สำหรับกลุ่มเสี่ยงผ่านแอป ""เป๋าตัง"" คาดว่าจะได้รับชุดตรวจและพร้อมแจกจ่ายได้ภายในสัปดาห์นี้ รวมทั้งแนวทางการฉีดวัคซีนไฟเซอร์ให้นักเรียน เพื่อเตรียมความพร้อมก่อนเปิดเรียนในภาคการศึกษาที่ 2/2564 ทั้งนี้ คณะกรรมการฯ ได้ร่วมพิจารณาและเห็นชอบให้ขยายระยะเวลาการเปิดบริการโรงพยาบาลสนาม เทศบาลเมืองลำตาเสา จากวันที่ 30 กันยายน ถึงวันที่ 31ตุลาคม 2564 และให้ขยายเวลาการเปิดบริการโรงพยาบาลสนาม หอประชุมอำเภอบางปะอิน(หลังเก่า) ต.บ้านหว้า จากวันที่ 30 กันยายน ถึงวันที่ 31 ธันวาคม 2564 "
108,        วันนี้ (21 ก.ย.64) นายบาฮารี มะดาอู ผู้อำนวยการโรงเรียนเทศบาล 4 (บ้านกาแป๊ะฮูลู) พร้อมครูโรงเรียนเทศบาล 4 เข้าร่วมประชุมความพร้อมรับการฉีดวัคซีนของนักเรียน 12-18 ปี ผ่านเพจการศึกษาท้องถิ่นไทย โดยมีนายประยูรรัตนเสนีย์ อธิบดีกรมส่งเสริมการปกครองท้องถิ่นเป็นประธานการประชุมออนไลน์ร่วมกับสถานศึกษาทั่วประเทศ
109,            นายอนันต์ศักดิ์ ภูพลผัน ผู้อำนวยการสำนักงานเขตพื้นที่การศึกษามัธยมศึกษากาญจนบุรี เปิดโครงการกองทุนการศึกษาที่โรงเรียนอุดมสิทธิศึกษา อ.สังขละบุรี จ.กาญจนบุรี ซึ่งเป้าหมายของโครงการ คือ การน้อมนำพระบรมราโชบายของรัชกาลที่ 10 เข้ามาใช้สร้างคนดีให้กับบ้านเมือง ให้โรงเรียนเป็นศูนย์กลางการเรียนรู้ของชุมชน สร้างนักเรียนให้เป็นคนดี ด้วยหลักการระเบิดจากข้างใน คือ ให้นักเรียนเกิดความรู้สึกจากในตนเองว่าอยากจะทำอะไรให้กับบ้านเมืองและสังคม
110,
111,
112,        วันนี้ (21 ก.ย.64) นายบาฮารี มะดาอู ผู้อำนวยการโรงเรียนเทศบาล 4 (บ้านกาแป๊ะฮูลู) พร้อมครูโรงเรียนเทศบาล 4 เข้าร่วมประชุมความพร้อมรับการฉีดวัคซีนของนักเรียน 12-18 ปี ผ่านเพจการศึกษาท้องถิ่นไทย โดยมีนายประยูรรัตนเสนีย์ อธิบดีกรมส่งเสริมการปกครองท้องถิ่นเป็นประธานการประชุมออนไลน์ร่วมกับสถานศึกษาทั่วประเทศ
113,
114,"            วันนี้ ( 22 ก.ย.64 ) ที่ศูนย์อัญมณีและเครื่องประดับจังหวัดจันทบุรี โรงพยาบาลพระปกเกล้าได้ออกหน่วยให้บริการฉีดวัคซีนแอสตร้าเซนเนก้าแก่ประชาชนกลุ่ม 608 เข็มที่ 2 โอกาสนี้ เทศบาลเมืองจันทบุรีได้นำประชาชนที่อาศัยอยู่ในเขตเทศบาลเมืองจันทบุรี และได้ลงทะเบียนขอรับวัคซีนไว้กับเทศบาลเมืองจันทบุรี เป็นผู้ที่ยังไม่เคยได้รับวัคซีนใด ๆ มาก่อน เข้ารับการฉีดวัคซีน ซิโนฟาร์ม เข็มแรก โดยมีกลุ่มเป้าหมายในรอบแรกจำนวน 3,000 คน จากวัคซีน 6,000 โดส แยกฉีดวันนี้ 800 คน และนัดฉีดวันศุกร์ที่ 24 กันยายน อีก 1,700 คน และ 27 กันยายน อีก 500 คน เป็นผู้อยู่อาศัยในเขตเทศบาลเมืองจันทบุรีที่มีอายุตั้งแต่ 18 ปีขึ้นไป จนถึง 59 ปี และประชาชนกลุ่ม 608 ที่ยังไม่ได้รับวัคซีนใด ๆ มาก่อนเลย "
115,จังหวัดสมุทรปราการแถลงข่าวสถานการณ์โรคติดเชื้อไวรัสโคโรนา 2019(COVID-19) ในพื้นที่ สร้างความรู้ความเข้าใจแก่ประชาชน พร้อมทั้งขอความร่วมมือให้ปฏิบัติตามมาตรการป้องกันและยับยั้งการแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 อย่างเคร่งครัด
116,"       ประธานาธิบดีโจ ไบเดน ผู้นำสหรัฐ ให้คำมั่นระหว่างกล่าวเปิดประชุมสุดยอดผู้นำโลกว่าด้วยโรคโควิด-19 ซึ่งจัดขึ้นเสมือนจริงเมื่อวานนี้ ว่า จะบริจาควัคซีนเพิ่มอีกจำนวน 500 ล้านโดสให้แก่ประเทศต่างๆที่กำลังต่อสู้กับโรคระบาดใหญ่ ซึ่งจะทำให้สหรัฐมียอดวัคซีนที่รับปากจะบริจาคแล้วกว่า 1,100 ล้านโดส โดยวัคซีนบริจาคล่าสุดนี้เป็นวัคซีนของไฟเซอร์/ ไบโอเอ็นเทค และมุ่งจะส่งมอบให้ประเทศยากจน"
117,           เมื่อวานนี้องค์การอาหารและยาสหรัฐหรือ เอฟดีเอ ได้อนุมัติฉีดวัคซีนโควิด-19ของ                  ไซเฟอร์/ไบโอเอ็นเทค เป็นเข็มมกระตุ้นหรือ บูสเตอร์ให้ผู้มีอายุ 65 ปีขึ้นไป รวมทั้งผู้มีโรคประจำตัวร้ายแรงและผู้ประกอบอาชีพเสี่ยงสูง โดยวัคซีนเข็มกระตุ้นจะฉีดหลังได้รับวัคซีนเข็มที่สองแล้วอย่างน้อย 6 เดือน
118,   เมื่อวานนี้องค์การอาหารและยาสหรัฐหรือ เอฟดีเอ ได้อนุมัติฉีดวัคซีนโควิด-19ของ                  ไซเฟอร์/ไบโอเอ็นเทค เป็นเข็มกระตุ้นหรือ บูสเตอร์ให้ผู้มีอายุ 65 ปีขึ้นไป รวมทั้งผู้มีโรคประจำตัวร้ายแรงและผู้ประกอบอาชีพเสี่ยงสูง โดยวัคซีนเข็มกระตุ้นจะฉีดหลังได้รับวัคซีนเข็มที่สองแล้วอย่างน้อย 6 เดือน
119,นายอนุทิน ชาญวีรกูล รองนายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงสาธารณสุข กล่าวถึงกรณีมีข่าวว่าสหรัฐฯ จะบริจาควัคซีนไฟเซอร์ให้ไทยอีก 1 ล้านโดส แต่ไทยไม่ลงนามรับวัคซีน ว่า การดำเนินการในเรื่องต่างๆ ระหว่างประเทศ จะมีขั้นตอนพิธีการที่เป็นสากล ผ่านกระทรวงการต่างประเทศที่เป็นหน่วยงานรับผิดชอบหลัก ซึ่งการสนับสนุนวัคซีนไฟเซอร์ 1.5 ล้านโดสให้กับไทย เมื่อปลายเดือนกรกฎาคมที่ผ่านมา สถานทูตสหรัฐฯ ได้มีเอกสารทางการทูต ถึงกระทรวงการต่างประเทศของไทยเป็นการล่วงหน้า เพื่อแสดงความประสงค์ของรัฐบาลสหรัฐฯ ที่จะมอบวัคซีนมาช่วยเหลือไทย และรัฐบาลได้มอบหมายให้กระทรวงสาธารณสุข โดยกรมควบคุมโรค จัดทำแผนการฉีดให้กับประชาชนกลุ่มเป้าหมาย ซึ่งได้กระจายวัคซีนไปทุกจังหวัดให้ดำเนินการฉีดตามแผนเรียบร้อยแล้ว 
120,ประมวลข่าวทั่วไทยประจำวันที่ 23 กันยายน 2564
121,
122,นายอนุทิน ชาญวีรกูล รองนายกรัฐมนตรี และรมว.สาธารณสุข ระบุว่า ปัจจุบันวัคซีนโควิด ที่ทางกระทรวงสาธารณสุขจัดหาและสามารถฉีดให้เด็กอายุ 12 ปีขึ้นไป (ประมาณ 5 ล้านคน) คือวัคซีนไฟเซอร์ กำหนดล็อตแรกจะมีถึงวันที่ 29 ก.ย.นี้ หลังจากนั้นจะส่งให้ครบ 30 ล้านโดสในเดือน ต.ค. โดยกรมควบคุมโรคมีแผนฉีดให้กับเด็กๆ ทันที ตามความสมัครใจ และยินยอมรับของผู้ปกครองและเด็กด้วย
123,นางสาวตรีนุช เทียนทอง รัฐมนตรีว่าการกระทรวงศึกษาธิการ (รมว.ศธ.) กล่าวว่า ตามที่จะมีการฉีดวัคซีนไฟเซอร์ให้แก่นักเรียน นักศึกษา ที่มีอายุ 12-18 ปี ทุกคน  ทุกสังกัด กว่า 4.5 ล้านคน ในช่วงเดือนตุลาคม 2564 นั้น ในการจัดเตรียมรายชื่อนักเรียนและจำนวนนักเรียนขอให้สถานศึกษาดำเนินการ สรุปรายชื่อนักเรียนที่ผู้ปกครองประสงค์ให้ฉีดวัคซีน โดยระบุรายละเอียด ชื่อ-นามสกุล /เลขประจำตัวบัตรประชาชน 13 หลัก /วัน-เดือน-ปีเกิด / ฉีด – ไม่ฉีด พร้อมกับสรุปยอดรวมจำนวนนักเรียนที่ประสงค์จะฉีดวัคซีน ต่อศึกษาธิการจังหวัด ในกรณีสถานศึกษามีนักเรียนในสังกัดที่ประสงค์จะฉีดวัคซีน แต่นักเรียนรายนั้นไม่ได้พักอยู่ในจังหวัดที่ตั้งของสถานศึกษา เช่น สถานศึกษาอยู่ในกรุงเทพฯแต่นักเรียนไปพักอาศัยอยู่จังหวัดอื่น ให้สถานศึกษาจัดทำรายชื่อนักเรียนรายนั้นแยกต่างหากเสนอต่อศึกษาธิการจังหวัด ภายในวันที่ 26 กันยายน 2564  
124,"นายสาธิต ปิตุเตชะ รัฐมนตรีช่วยว่าการกระทรวงสาธารณสุข พร้อมด้วยนายสมศักดิ์ อรรฆศิลป์ อธิบดีกรมการแพทย์ และแพทย์หญิงมิ่งขวัญ วิชัยดิษฐ ผู้อำนวยการสถาบันโรคผิวหนัง และผู้อำนวยการศูนย์ฉีดวัคซีนกลางบางซื่อ ตรวจเยี่ยมศูนย์ฉีดวัคซีนกลางบางซื่อ เนื่องจากวันนี้ (24 ก.ย.) เป็นวันแรกที่เปิดให้บริการฉีดวัคซีนกระตุ้น เข็มที่ 3 กลุ่มเป้าหมาย 150,000 คน โดยเริ่มฉีดวันแรกจำนวน 15,000 คน หลังจากนั้นจะทยอยฉีดต่อเนื่องจนครบ โดยจะได้รับวัคซีน AstraZeneca เป็นเข็มกระตุ้น (เข็มที่ 3) "
125,    คณะที่ปรึกษาของศูนย์ควบคุมและป้องกันโรคของสหรัฐฯ หรือซีดีซี มีมติให้ฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค เป็นวัคซีนเข็มกระตุ้นให้ชาวอเมริกันที่มีอายุ 65 ปี ขึ้นไป และผู้ที่มีโรคประจำตัวซึ่งมีความเสี่ยงสูง ที่ฉีดวัคซีนครบโดสแล้ว อย่างน้อย 6 เดือน แต่ไม่แนะนำให้ฉีดวัคซีนเข็มกระตุ้นให้ประชาชนที่มีอายุต่ำกว่า 65 ปี ซึ่งรวมถึงบุคลากรทางการแพทย์และเจ้าหน้าที่ด้านหน้า โดยคำแนะนำดังกล่าว ต้องได้รับการลงนามรับรองจากแพทย์หญิง โรเชล วาเลนสกี ผู้อำนวยการซีดีซี ถึงจะมีผลบังคับใช้
