,news_text
91,วันนี้ (16 พค 64) เวลา 14:30 น ณ ห้องประชุมจดหมายเหตุ ศาลากลางจังหวัดแพร่ นายวิเชียร อนุศาสนนันท์ รองผู้ว่าราชการจังหวัดแพร่ เป็นประธานการประชุมคณะกรรมการโรคติดต่อจังหวัดแพร่ครั้งที่ 37/2564 ร่วมกับคณะทำงานศูนย์การควบคุมโรคจังหวัดแพร่หน่วยงานภาครัฐและเอกชนที่เกี่ยวข้องเพื่อรับทราบสถานการณ์โรคโควิด-19 และทบทวนมาตรการป้องกันควบคุมการแพร่ระบาดของโรคโควิด-19 ของจังหวัดแพร่
92,วันนี้ (16 ธ.ค.64) ที่ห้องประชุมอโยธยา ศาลากลางจังหวัดพระนครศรีอยุธยา นายวีระชัย นาคมาศ ผู้ว่าราชการจังหวัดพระนครศรีอยุธยา เป็นประธานการประชุมคณะกรรมการโรคติดต่อจังหวัดพระนครศรีอยุธยา ครั้งที่ 55/2564 โดยมี นายแพทย์ยุทธนา วรรณโพธิ์กลาง นายแพทย์สาธารณสุขจังหวัดฯ และคณะกรรมการฯ เข้าร่วมประชุม 
93,วันนี้ (16 ธันวาคม 2564) เวลา 09.30 น. ที่ห้องประชุมที่ว่าการอำเภอกระทุ่มแบน นายบรรพต จันทรวงษ์ นายอำเภอกระทุ่มแบน แถลงข่าวการจัดงานกระทุ่มแบนเทรดแฟร์ 64 ซึ่งจะจัดระหว่างวันที่ 24-26 ธันวาคม 2564 ที่บริเวณริมถนนพุทธสาคร อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร โดยมีส่วนราชการ กำนัน ผู้ใหญ่บ้าน ผู้ประกอบการภาคอุตสาหกรรม กลุ่มวิสาหกิจ ผู้ประกอบการสินค้า OTOP เกษตรกรชาวสวน และสื่อมวลชน เข้าร่วมงานแถลงข่าว 
94,ทีมนักวิทยาศาสตร์ของสถาบันวิจัยด้านสุขภาพแห่งแอฟริกาใต้ ระบุว่า ผู้ที่เคยติดเชื้อโควิด-19 และได้รับวัคซีนของไฟเซอร์/ไบโอเอ็นเทคครบสองโดส อาจมีภูมิคุ้มกันที่แข็งแกร่งมากขึ้นในการป้องกันเชื้อกลายพันธุ์สายพันธุ์โอมิครอน
95,
96,           คณะผู้เชี่ยวชาญจากศูนย์ป้องกันและควบคุมโรคสหรัฐหรือซีดีซี ลงมติเมื่อวานนี้ด้วยคะแนนเสียงเป็นเอกฉันท์ 15 ต่อ 0 แนะนำให้ประชาชนอายุตั้งแต่ 18 ปีขึ้นไป ฉีดวัคซีนของบริษัทไฟเซอร์ และโมเดอร์นา มากกว่าการฉีดวัคซีนของบริษัทจอห์นสันแอนด์จอห์นสัน เนื่องจากพบผลการวิจัยที่บ่งชี้ว่า วัคซีนของจอห์นสันแอนด์จอห์นสันมีประสิทธิภาพน้อยกว่าในการป้องกันโรคดังกล่าว และยังมีความเสี่ยงสูงต่อการเกิดภาวะลิ่มเลือดอุดตัน และคาดว่าผู้อำนวยการซีดีซี จะลงนามในมาตรการดังกล่าว ซึ่งจะมีผลอย่างเป็นทางการให้ประชาชนไม่ฉีดวัคซีนของจอห์นสันแอนด์จอห์นสัน ที่ก่อนหน้านี้ได้รับการชื่นชม เนื่องจากสามารถเก็บในอุณหภูมิตู้เย็นได้ มีประสิทธิภาพในการป้องกันโรค และใช้แค่เพียงโดสเดียว
97,"วันที่สอง ของการขยายเวลา   เปิด WALK IN ให้ประชาชนชาวยะลา ได้เข้ามา ฉีดวัคซีน Booster Dose เข็มที่ 3  ด้วยวัคซีนไฟเซอร์ ได้มีประชาชนเดินทางเข้ามารับบริการอย่างต่อเนื่อง ทั้งกลุ่มประชาชนทั่วไป ผู้สูงอายุ ผู้ที่มีโรคประจำตัว   ที่ฉีดวัคซีนสูตรเสมอ ชิโนแวค และชิโนแวค ชิโนฟาร์มและชิโนฟาร์ม แอสตร้า และแอสตร้า ฉีดครอบ 1 เดือน ก่อน 15 พ.ย 64 และฉีดครบ 3 เดือน ก่อน 30 ก.ย 64  รวมทั้ง ผู้ที่ฉีดสูตรไขว้ ได้รับเข็ม 1 และ 2 ชิโนแวค –แอสตร้า , ชิโนแวค-ไฟเซอร์,ชิโนฟาร์ม – แอสตร้า และ ชิโนฟาร์ม –ไฟเซอร์ หลังจากได้รับ เข็ม 2 แล้ว  3 เดือน ฉีดก่อน 30 ก.ย 64  "
98,ศูนย์ควบคุมและป้องกันโรคแห่งชาติของสหรัฐฯ หรือ ซีดีซี ออกคำแนะนำให้ชาวอเมริกันเลือกฉีดวัคซีนโควิด-19 ชนิดเอ็มอาร์เอ็นเอ ของไฟเซอร์-ไบโอเอ็นเทค หรือโมเดอร์นา แทนวัคซีนของจอห์นสันแอนด์จอห์นสัน หลังมีรายงานยืนยัน ผู้ที่ฉีดวัคซีนของจอห์นสันแอนด์จอห์นสัน มากกว่า 50 คน เกิดภาวะลิ่มเลือดอุดตันด้วยภาวะเกล็ดเลือดต่ำ ซึ่งเป็นผลข้างเคียงที่พบได้ไม่บ่อยนัก 
99,นายแพทย์โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค กล่าวว่า จากกรณีที่องค์การอนามัยโลก เตือนเรื่องเชื้อโควิด 19 สายพันธุ์โอมิครอนว่ามีการแพร่ระบาดอย่างรวดเร็ว พบแล้วใน 77 ประเทศ กรมควบคุมโรค จึงขอเน้นย้ำมาตรการให้ประชาชนป้องกันตนเองตลอดเวลา โดยยึดหลัก Universal Prevention หรือการป้องกันตนเองขั้นสูงสุด โดยเฉพาะนักเรียนที่เรียนแบบ On-Site ในโรงเรียน ต้องเว้นระยะห่าง สวมหน้ากาก ไม่ใช้สิ่งของร่วมกัน ล้างมือ ทั้งก่อนและหลังรับประทานอาหาร งดรับประทานอาหารร่วมกับเพื่อนหรือคนในครอบครัว หากต้องการแบ่งกันชิมให้ใช้ช้อนกลางส่วนตัว อาหารต้องปรุงสุกใหม่ และเลือกรับประทานอาหารที่มีประโยชน์ต่อร่างกาย ส่วนการทำกิจกรรมควรทำในรูปแบบ Small Bubble หรือกลุ่มย่อย เว้นระยะห่างในห้องเรียน เพื่อลดความเสี่ยงโควิดในสถานศึกษา เมื่อเด็กกลับถึงบ้านให้รีบทำความสะอาดร่างกาย ดูแลข้าวของเครื่องใช้ให้สะอาดอยู่เสมอ และต้องหมั่นสังเกตอาการของคนในครอบครัว หากสงสัยว่าติดเชื้อโควิด 19 ให้รีบตรวจ ATK พร้อมกักตัวเองแยกออกจากคนในบ้าน 
100,"จังหวัดสตูล เร่งเดินหน้าฉีดวัคซีนป้องกันโควิด-19 หลังเหลืออีกเพียง 30,000 ราย จะครบ 70% ของประชากรราว 3 แสนกว่าคน  วันนี้(17 ธ.ค.64) นายเอกรัฐ หลีเส็น ผู้ว่าราชการจังหวัดสตูล กล่าวในที่ประชุมคณะกรรมการโรคติดต่อจ.สตูลและศบค.จ.สตูล ว่า เรื่องของการฉีดวัคซีนป้องกันโควิด-19 ยังคงเป็นสิ่งที่สำคัญในการลดอาการความรุนแรงของโรคและลดการสูญเสียชีวิต ควบคู่กับการปฏิบัติตามมาตรการป้องกันโรค DMHTTA และ Universal Prevention จึงขอเชิญชวนให้ชาวสตูล ทั้งในกลุ่ม 608 กลุ่มเปราะบาง นักเรียน และประชาชนทั่วไป เข้ารับการฉีดวัคซีนให้ได้มากที่สุด"
101,"จ.ลำปาง เปิดให้ประชาชน Walk in เข้ารับบริการฉีดวัคซีนป้องกันโควิด-19 กระตุ้นเข็ม 3 โดยไม่ต้องลงทะเบียนจองล่วงหน้า ระหว่างวันที่ 17-30 ธันวาคม 2564 (ยกเว้นวันที่ 22, 29 - 30 ธ.ค. 64 เฉพาะเข็ม 2 ตามใบนัด) เวลา 08.00 - 15.00 น. ณ วิทยาลัยพยาบาลบรมราชชนนี นครลำปาง หยุดวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์ โดยผู้ที่ได้รับ Sinovac หรือ Sinopharm ครบ 2 เข็ม ตั้งแต่ 4 สัปดาห์ขึ้นไปรับวัคซีน Astrazeneca เป็นเข็มกระตุ้น ผู้ที่ได้รับ Sinovac + Astrazeneca ตั้งแต่ 3 เดือนขึ้นไป รับวัคซีน Astrazeneca เป็นเข็มกระตุ้น และผู้ที่ได้รับ Astrazeneca ครบ 2 เข็ม ตั้งแต่ 3 เดือนขึ้นไป รับวัคซีน Pfizer เป็นเข็มกระตุ้น และสามารถสอบถามเพิ่มเติม โทร. 0 5422 2225"
102,"วันนี้ (17 ธ.ค.64) ที่ศาลาประชาคม ศาลากลางจังหวัดลำพูน นายวรยุทธ เนาวรัตน์ ผู้ว่าราชการจังหวัดลำพูน ประธานการแถลงสถานการณ์โควิด-19 ลำพูน มอบหมายให้ นายแพทย์โภคิน ศักรินทร์กุล นายแพทย์ชำนาญการพิเศษ โรงพยาบาลลำพูน แถลงข่าวสถานการณ์ COVID-19 ในพื้นที่จังหวัดลำพูน ซึ่งพบรายงานผู้ติดเชื้อโควิด-19 ภายในพื้นที่จังหวัดลำพูน จำนวน 32 ราย รับผู้ป่วยมาจากต่างจังหวัดจำนวน 1 ราย รวมผู้ป่วยรายใหม่วันนี้ 33 ราย ทำให้จังหวัดลำพูนมียอดผู้ป่วยโควิด-19 สะสมตั้งแต่วันที่ 9 เมษายน-16 ธันวาคม 2564 (เวลา 16.00 น.) พบผู้ป่วยสะสม 4,631 ราย ยอดสะสมของผู้เสียชีวิตอยู่ที่ 35 ราย อยู่ระหว่างการรักษาตัวทั้งหมด 532 ราย แบ่งเป็นใน รพ.ลำพูน 61 ราย รพ.สนามเวียงยอง 83 ราย รพ.สนามป่าซาง 64 ราย รพ.อื่นๆ 324 ราย และรักษาหายแล้ว 4,064 ราย "
103,นางสาวตรีนุช เทียนทอง รัฐมนตรีว่าการกระทรวงศึกษาธิการ กล่าวหลังจากเป็นประธานเปิดงาน TUP-UBON ( ตุ๊บ -อุ-บล) :มิติใหม่ โรงเรียนคุณภาพมัธยมศึกษา ณ หอประชุมโรงเรียนเตรียมอุดมศึกษาพัฒนาการอุบลราชธานี    อำเภอเมือง จังหวัดอุบลราชธานี ว่า ขอชื่นชมการศึกษาจังหวัดอุบลราชธานี  เครือข่าย ภาคประชาชน ผู้และบริหารสถานศึกษา ที่ขับเคลื่อนเตรียมอุดมศึกษาพัฒนาการอุบลราชธานี  ซึ่งโรงเรียนต้นแบบคุณภาพมัธยมศึกษา ที่มีกลยุทธ์ในการพัฒนาที่ก้าวกระโดด ด้วยหลักสูตรสถานศึกษาที่หลากหลาย และทักษะที่สำคัญในศตวรรษที่ 21 ด้วยการจัดการเรียนรู้ของครูมืออาชีพ แบบ Active Learing สู่นวัตกรรม สร้างนวัตกร พร้อมทั้งได้รับการสนับสนุนจากทุกภาคส่วน เป็นมิติใหม่ของโรงเรียนคุณภาพมัธยมศึกษา ที่สามารถจัดการเรียนรู้ ให้สอดคล้องกับความต้องการของผู้เรียนในปัจจุบัน 
104,           ศูนย์ควบคุมและป้องกันโรคแห่งชาติของสหรัฐฯ หรือ ซีดีซี ออกคำแนะนำให้ชาวอเมริกัน เลือกฉีดวัคซีนโควิด-19 ชนิดเอ็มอาร์เอ็นเอ ของไฟเซอร์-ไบโอเอ็นเทค หรือโมเดอร์นา แทนวัคซีนของจอห์นสันแอนด์จอห์นสัน หลังมีรายงานยืนยันว่า ผู้ที่ฉีดวัคซีนของจอห์นสันแอนด์จอห์นสัน มากกว่า 50 คน ส่วนใหญ่เป็นเพศหญิง อายุระหว่าง 30-49 ปี เกิดภาวะลิ่มเลือดอุดตันด้วยภาวะเกล็ดเลือดต่ำ ซึ่งเป็นผลข้างเคียงที่พบได้ไม่บ่อยนัก 
105,"วันนี้ (17 ธ.ค 64) ทางโรงพยาบาลยะลา ได้มีประกาศขยายเวลา WALK IN   Booster Dose เข็มที่ 3 ด้วยวัคซีนไฟเซอร์ ออกไปอีก 5 วัน ในวันที่ 18 ,20,22,23 และ 24 ธันวาคม 2564  ทั้ง สูตรเสมอ ได้รับเข็ม 1 และ 2 ซิโนแวค และ ซิโนแวค ซิโนฟาร์ม และซิโนฟาร์ม หลังจากได้รับเข็ม 2 ครบ 1 เดือน ฉีดก่อน 15 พ.ย. 64  แอสตร้า และแอสตร้า ฉีดครบ 3 เดือน ฉีดก่อน 30 ก.ย. 64  และ สูตรไขว้ ได้รับเข็ม 1 และ 2 ซิโนแวค แอสตร้า , ซิโนแวค ไฟเซอร์ ,ซิโนฟาร์ม แอสตร้า ,ซิโนฟาร์ม ไฟเซอร์  หลังจาก ได้รับ เข็ม 2"
106,         สำนักข่าวบลูมเบิร์กรายงานผลการศึกษาของมหาวิทยาลัยวอชิงตันและ บริษัทเวชภัณฑ์ของสวิตเซอร์แลนด์ ว่า วัคซีนซิโนฟาร์ม จอห์นสัน แอนด์ จอห์นสัน และ สปุตนิก  มีประสิทธิภาพต่ำในการต้านทานเชื้อกลายพันธุ์โอมิครอน 
107, จากกรณีที่องค์การอนามัยโลก (WHO) เตือนเรื่องเชื้อโควิด-19 สายพันธุ์โอมิครอน ว่า มีการแพร่ระบาดอย่างรวดเร็ว และพบแล้วใน 77 ประเทศ นายแพทย์เอกชัย คำลือ นายแพทย์สาธารณสุขจังหวัดแม่ฮ่องสอน จึงขอเน้นย้ำมาตรการให้ประชาชนป้องกันตนเองตลอดเวลา โดยยึดหลัก Universal Prevention หรือการป้องกันตนเองขั้นสูงสุด โดยเฉพาะนักเรียนที่เรียนแบบ On-Site ในโรงเรียน ต้องเว้นระยะห่าง สวมหน้ากาก ไม่ใช้สิ่งของร่วมกัน ล้างมือ ทั้งก่อนและหลังรับประทานอาหาร งดรับประทานอาหารร่วมกับเพื่อนหรือคนในครอบครัว หากต้องการแบ่งกันชิมให้ใช้ช้อนกลางส่วนตัว อาหารต้องปรุงสุกใหม่ และเลือกรับประทานอาหารที่มีประโยชน์ต่อร่างกาย ส่วนการทำกิจกรรมควรทำในรูปแบบ Small Bubble หรือกิจกรรมแบบกลุ่มย่อย
108," ประชาชนชาวยะลายังคงตื่นตัว Walk-in ฉีด Booster Dose เข็ม 3 ด้วยวัคซีนไฟเซอร์ ที่หน่วยฉีดวัคซีน อาคารศรีนิบง เทศบาลนครยะลา กันอย่างต่อเนื่อง ซึ่งทาง รพ.ยะลา ได้ปรับแผน ขยายระยะเวลาให้บริการต่อไปอีก 5 วัน เพื่อเร่งฉีดวัคซีนเข็ม 3 กระตุ้นภูมิป้องกันโควิด-19 ให้กับประชาชน เพื่อลดป่วยรุนแรง ลดการเสียชีวิต และเตรียมพร้อมรับมือกับการแพร่ระบาดของไวรัส ""โอมิครอน"" ซึ่งเป็นเชื้อกลายพันธุ์ที่สามารถแพร่ระบาดได้รวดเร็วและกำลังระบาดไปทั่วโลกในขณะนี้ รวมถึงประเทศไทยที่พบผู้ติดเชื้อแล้ว 14 คน"
109,          บริษัทไฟเซอร์เผยแพร่รายงานคาดการณ์เกี่ยวกับทิศทางการระบาดของโรคโควิด-19 ในปีหน้า ว่า จะยังคงสถานะเป็นโรคระบาดใหญ่ที่แพร่กระจายไปทั่วโลก แต่จะกลายเป็นโรคประจำถิ่นภายในปี 2567 อย่างไรก็ตามการอุบัติของเชื้อกลายพันธุ์ใหม่อาจส่งผลให้การแพร่ระบาดใหญ่ยังคงดำเนินต่อไป           ขณะเดียวกันไฟเซอร์ได้ประกาศแผนที่จะทดสอบวัคซีนโควิด-19 เข็มสามในเด็กอายุต่ำกว่า 5 ปี เนื่องจากเด็กเล็กซึ่งได้รับวัคซีนในปริมาณโดสที่ต่ำอาจไม่สามารถกระตุ้นให้ร่างกายสร้างภูมิคุ้มกันได้ เท่าในเด็กโตกว่า ที่ได้รับวัคซีนเพียง 2 โดส   ทั้งนี้ ไฟเซอร์วางแผนให้การฉีดวัคซีนเข็มสามทิ้งช่วงห่างจากเข็มสองอย่างน้อย 2 เดือน สำหรับเด็กอายุ 6 เดือนถึง 5 ปี ส่วนเด็กอายุมากกว่านั้นจนถึง 16 ปี ซึ่งได้รับวัคซีนสองเข็มแล้วอยู่ระหว่างการวิเคราะห์ข้อมูลเพื่อเตรียมการใช้วัคซีนเข็มสาม.   
110,จังหวัดลำปาง โดยสำนักงานสาธารณสุขจังหวัดลำปาง เปิดบริการฉีดวัคซีนป้องกันโควิด-19 เข็มแรกให้แก่ผู้มาเที่ยวงานฤดูหนาวและของดีจังหวัดลำปาง สำหรับผู้ที่มีอายุ 18 ปีขึ้นไป ระหว่างวันที่ 17-26 ธันวาคม 2564 เวลา 16.00 - 20.00 น. พร้อมทั้งให้บริการตรวจ ATK  ให้ผู้ที่มาจากพื้นที่เสี่ยง ณ อาคารศูนย์วิทยบริการ มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตลำปาง เพื่อป้องกันการแพร่ระบาดของโรคภายในงาน ซึ่งเป็นไปตามมาตรการ COVID Free Setting
111,นายธนกร วังบุญคงชนะ โฆษกประจำสำนักนายกรัฐมนตรี เผยว่า พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม กำชับทุกจังหวัดจัดบริการฉีดวัคซีนเชิงรุกทุกกลุ่มทั้งคนไทยและต่างชาติ เน้นกลุ่มเป้าหมายเข้าถึงยาก และให้จัดทำแผนขอรับการสนับสนุนวัคซีนรายเดือนไปยังกระทรวงสาธารณสุข รวมทั้งให้เร่งฉีดวัคซีนเข็ม 3 กระตุ้นภูมิคุ้มกัน หลังโควิด-19 มีเชื้อกลายพันธุ์ที่สามารถแพร่ระบาดได้เร็วขึ้น จำเป็นต้องใช้ภูมิต้านทานสู้กับสายพันธุ์ใหม่ที่เกิดขึ้นให้กับตนเองและครอบครัว ลดป่วยรุนแรง ลดการเสียชีวิต เตรียมพร้อมรับมือกับการแพร่ระบาดของไวรัสโอมิครอน ซึ่งกำลังระบาดไปทั่วโลกในขณะนี้ เบื้องต้นมีหน่วยบริการฉีดวัคซีน อาทิ
112," นายสรชาย ครองยุทธ นายอำเภอศรีเมืองใหม่ มอบหมายให้ปลัดอำเภอ เจ้าหน้าที่สาธารณสุขอำเภอ กำนัน ผู้ใหญ่บ้าน อสม. ลงพื้นที่ประชาสัมพันธ์ขับเคลื่อนโครงการ “ชาวอุบล รับวัคซีนต้านโควิด-19 ครบ 100% ภายในปี 2564” โดยวิธีเดิน ""เคาะประตูบ้าน"" เชิญชวนประชาชนผู้ที่ยังไม่ได้รับการฉีดวัคซีน โดยสร้างการรับรู้ ความเข้าใจที่ถูกต้อง ชี้ให้เห็นถึงข้อดีของวัคซีน รณรงค์ให้เข้ารับการฉีดวัคซีน รวมทั้งฉีดวัคซีนให้กับประชาชนในพื้นที่ ผลการปฏิบัติงานพบว่า ประชาชนมีความเข้าใจยินดีที่จะฉีดวัคซีน ทำการฉีดวัคซีนที่หอประชุมเทศบาลตำบลศรีเมืองใหม่ , โรงพยาบาลส่งเสริมสุขภาพตำบลจันทัย , โรงพยาบาลส่งเสริมสุขภาพตำบลหนามแท่ง , โรงพยาบาลส่งเสริมสุขภาพตำบลดอนใหญ่ , โรงพยาบาลส่งเสริมสุขภาพตำบลลาดควาย , โรงพยาบาลส่งเสริมสุขภาพตำบลบก , โรงพยาบาลส่งเสริมสุขภาพตำบลคำไหล และโรงพยาบาลส่งเสริมสุขภาพตำบลห้วยหมาก วัคซีนที่ฉีด ได้แก่ โมเดอร์น่า ไฟเซอร์ และแอสตร้าเซเนก้า โดยมีจำนวนผู้มารับการฉีดวัคซีน ทั้ง เข็ม 1 เข็ม 2 และ เข็ม 3 จำนวน 238 ราย"
113,"วันนี้ (19 ธ.ค.64) ที่ศาลาประชาคม ศาลากลางจังหวัดลำพูน นายวรยุทธ เนาวรัตน์ ผู้ว่าราชการจังหวัดลำพูน ประธานการแถลงสถานการณ์โควิด-19 ลำพูน มอบหมายให้ นายบุญส่ง ไชยมณี หัวหน้าสำนักงานจังหวัดลำพูน พร้อมด้วย นายแพทย์นิมิต อินปั๋นแก้ว นายแพทย์เชี่ยวชาญ โรงพยาบาลลำพูน ร่วมแถลงข่าวสถานการณ์ COVID-19  ในพื้นที่จังหวัดลำพูน ซึ่งพบรายงานผู้ติดเชื้อโควิด-19 ภายในพื้นที่จังหวัดลำพูน จำนวน 12 ราย รับผู้ป่วยมาจากต่างจังหวัดจำนวน 1 ราย รวมผู้ป่วยรายใหม่วันนี้ 13 ราย ทำให้จังหวัดลำพูนมียอดผู้ป่วยโควิด-19 สะสมตั้งแต่วันที่ 9 เมษายน -18 ธันวาคม 2564 (16.00 น)  พบผู้ป่วยสะสม 4,651 ราย ยอดสะสมของผู้เสียชีวิตอยู่ที่ 35 ราย อยู่ระหว่างการรักษาตัวทั้งหมด 483 ราย แบ่งเป็น ใน รพ.ลำพูน 66 ราย รพ.สนามเวียงยอง 60 ราย รพ.สนามป่าซาง 62 ราย รพ.อื่นๆ 294 ราย และรักษาหายแล้ว 4,134 ราย "
114, โรงพยาบาลสรรคบุรี เปิดให้บริการฉีดวัคซีนโควิด-19 “แบบ Walk-in” โดยไม่ต้องลงทะเบียนล่วงหน้า ในวันที่ 21 ธันวาคม 2564 เฉพาะในเขตอำเภอสรรคบุรี สำหรับผู้ที่ยังไม่เคยได้รับการฉีดวัคซีนโควิด-19 ดังนี้
115,
116,นายแพทย์บัณฑิต ดวงดี ผู้อำนวยการโรงพยาบาลแม่สะเรียง เปิดเผยว่า ศูนย์ฉีดวัคซีนโควิด-19 โรงพยาบาลแม่สะเรียง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน จะเปิดให้บริการทุกวันทำการ ตั้งแต่ 20 ถึง 22 ธันวาคม 2564 เวลา 08.30 - 16.30 น. โดยจะดำเนินการฉีดวัคซีนสูตรใหม่ ให้แก่กลุ่มเปราะบาง 608 เป็นเข็มที่ 1 ไฟเซอร์ และ เข็มที่ 2 ไฟเซอร์ เพิ่มอีก 140 คน 
117,วันนี้ (20 ธ.ค 64) ทางโรงพยาบาลยะลาได้เปิดหน่วยบริการฉีดวัคซีน ให้กับประชาชนที่ WALK IN เข้ามาฉีดวัคซีนไฟเซอร์ ซึ่งเป็น Booster Dose เข็ม 3 ในสัปดาห์ที่สอง ขณะที่มีประชาชนทั่วไป โดยเฉพาะผู้สูงอายุให้ความสนใจทยอยเดินทางนำบัตรประชาชน เอกสาร หลักฐานใบรับรองการรับวัคซีน มาต่อคิวเข้ารับวัคซีนกันอย่างคึกคัก 
118,นายธนกร วังบุญคงชนะ โฆษกประจำสำนักนายกรัฐมนตรี เผยว่า พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม กำชับทุกจังหวัดจัดบริการฉีดวัคซีนเชิงรุกทุกกลุ่มทั้งคนไทยและต่างชาติ เน้นกลุ่มเป้าหมายเข้าถึงยาก และให้จัดทำแผนขอรับการสนับสนุนวัคซีนรายเดือนไปยังกระทรวงสาธารณสุข รวมทั้งให้เร่งฉีดวัคซีนเข็ม 3 กระตุ้นภูมิคุ้มกัน หลังโควิด-19 มีเชื้อกลายพันธุ์ที่สามารถแพร่ระบาดได้เร็วขึ้น จำเป็นต้องใช้ภูมิต้านทานสู้กับสายพันธุ์ใหม่ที่เกิดขึ้นให้กับตนเองและครอบครัว ลดป่วยรุนแรง ลดการเสียชีวิต เตรียมพร้อมรับมือกับการแพร่ระบาดของไวรัสโอมิครอน ซึ่งกำลังระบาดไปทั่วโลกในขณะนี้
119,นพ.จักรรัฐ พิทยาวงศ์อานนท์ ผู้อำนวยการกองระบาดวิทยา กรมควบคุมโรค กล่าวว่า สถานการณ์โควิด-19 ทั่วโลกพบผู้ติดเชื้อเพิ่มขึ้น โดยเฉพาะสายพันธุ์โอมิครอน พบระบาดเพิ่มขึ้น 2 เท่าเมื่อเทียบกับเดือนพฤศจิกายน หลายประเทศมีผู้ป่วยอาการหนักเข้า รพ.เพิ่ม แต่ประเทศไทยสวนทางคือ สถานกาณณ์ผู้ป่วยโควิดลดลงต่อเนื่อง แต่ยังมีการระบาดเป็นกลุ่มก้อนกระจายทุกภูมิภาค สถานที่เสี่ยงคือ โรงงาน สถานประกอบการ ตลาด แคมป์คนงาน โรงเรียนและการจัดกรรมการต่างๆ เช่น งานรื่นเริง งานศพ งานบุญ ส่วนเชื้อโอมิครอน ล่าสุดพบผู้ป่วยในประเทศรายแรกแล้ว เป็นหญิงไทย อายุ 49 ปี แต่เป็นการติดเชื้อจากผู้ที่เดินทางมาจากประเทศเสี่ยง คือติดจากสามีชาวโคลัมเบีย ที่เป็นนักบิน บินมาจากไนจีเรีย เข้าไทยเมื่อวันที่ 26 พฤศจิกายน ก่อนไทยประกาศให้ผู้มาจากไนจีเรียต้องกักตัว ดังนั้นเมื่อตรวจด้วย RT-PCR ซ้ำไม่พบเชื้อจึงให้กลับบ้านไปอยู่กับภรรยาชาวไทย พอวันที่ 1 ธันวาคม ชายรายนี้ไปฉีดวัคซีนไฟเซอร์เป็นเข็ม 3 กระตุ้น ต่อมา 4-6 ธันวาคม เริ่มมีอาการไข้ ไอ เจ็บคอ ภรรยาดูแลคนเดียว จนวันที่ 7 ธันวาคม อาการไม่ดีขึ้นภรรยาจึงพาไป รพ.โดยนั่งแท็กซี่ แพทย์สงสัยโอมิครอนจึงให้นอน รพ. ส่วนภรรยาให้กลับไปทำ Home Isolation ที่บ้าน ต่อมาวันที่ 10 ผลตรวจสามีเป็นโอมิครอน ส่วนภรรยาผลพบติดเชื้อโควิดจึงสงสัยเป็นโอมิครอนด้วย คู่นี้ไม่มีคนใกล้ชิดผู้สัมผัสเสี่ยงสูงจึงมีเพียง 1 รายคือ คนขับแท็กซี่ที่พาไป รพ. แต่ตรวจแล้วไม่พบเชื้อและกำลังจะกักตัวครบ 14 วัน ในอีก 2 วันข้างหน้า ส่วนกลุ่มเสี่ยงต่ำมี 89 ราย ทั้งหมดติดตามอาการครบ 14 วันแล้วไม่พบใครป่วย ทั้งนี้ไม่จำเป็นต้องยกเลิกงานปีใหม่ แต่การจัดต้องจัดภายใต้มาตรการ Covid Free Setting 
120,เปิดรับฉีดวัคซีน?ป้องกันโควิด-19 เเบบ Walk-in? ที่จังหวัดอำนาจเจริญ
121,ประมวลข่าวทั่วไทยประจำวันที่ 20 ธันวาคม 2564
122, วันนี้ (20 ธ.ค. 64) สำนักงานคณะกรรมการอาหารและยา (อย.) ได้อนุมัติการใช้วัคซีนโคเมอร์เนตี (COMIRNATY VACCINE) ของ บ.ไฟเซอร์ จำกัด สำหรับกลุ่มเด็กอายุ 5-11 ปี เพื่อป้องกันโรคโควิด-19 แล้ว หลังก่อนหน้านี้อนุญาตให้ใช้วัคซีนสำหรับกระตุ้นภูมิในเด็กที่มีอายุ 12 ปีขึ้นไป
123,"นำร่องฉีดเข็ม 3 บุคลากรสาธารณสุข ยะลา ต้านโควิด-19 หมอ-พยาบาล จนท. เข้ารับบริการกว่าพันคน หลังจากโรงพยาบาลยะลา ได้เปิดหน่วยฉีดวัคซีน อ.เมืองยะลา ให้ประชาชน WALK IN   เข้ามาฉีดวัคซีนไฟเซอร์ ซึ่งเป็น Booster Dose เข็ม 3 จำนวน 4 ครั้ง ที่ผ่านมา คือ ในวันที่ 16-18 ธ.ค 64 และ 20 ธ.ค 64 ฉีดแล้ว กว่า 3,000 คน"
